"";"x";"y"
"1";4.06133478299824;5.52175614573947
"2";4.25346543309273;7.08158751845896
"3";3.75727092262378;5.63510498060121
"4";1.24061437863406;1.28213923271708
"5";1.61080348502655;2.17437520519596
"6";1.62368603939376;4.51813685290137
"7";4.34722720807598;5.80122923230873
"8";1.62321780722026;3.62728753281844
"9";3.70491405972148;5.15827628363508
"10";4.35944330330829;5.39539823065924
"11";1.68012266981143;3.09316896358807
"12";2.03147316930083;4.55083038438428
"13";1.17921435596959;3.36569381799075
"14";2.62720873889133;2.86203687745712
"15";0.899266424817826;-0.202880378313255
"16";3.0914255627007;3.58429468971443
"17";2.51696161016654;3.96545476251934
"18";2.01076095671465;6.2996521303296
"19";1.70509682268194;2.14799080755604
"20";2.8817481466378;6.23983819528857
"21";4.79923356889762;8.17468634773681
"22";3.56915825947681;4.64235675993804
"23";4.54828974752538;7.36604617715423
"24";3.4178554467153;5.73570476960722
"25";3.19460529929826;3.5405235931192
"26";2.95638039954716;0
"27";2.25789623095164;4.54775679770029
"28";0.538571072835739;4.5953167992321
"29";2.39232740799468;3.53007740838945
"30";3.2634794386654;4.62078696872912
"31";3.92596716836857;4.19198416561486
"32";3.06678172868592;5.21590871391574
"33";4.04061855288846;8.6859873259173
"34";2.71719764231403;2.71251874081054
"35";4.37588842415191;7.10839371667038
"36";2.88209548954588;6.39190378557104
"37";3.80059707082764;4.09957743780019
"38";1.8651170411693;3.7739601945303
"39";2.25958214940977;3.9055612837904
"40";3.13433543241385;5.62403919499256
"41";0.839924429747406;1.60551939982306
"42";3.03825047327365;4.26431067616273
"43";3.74385216376199;5.20622584671284
"44";3.43491750533067;4.2583934183144
"45";3.20508394988492;4.03043284880483
"46";1.47653015847919;2.29581803151471
"47";1.81156330965043;2.17392396114383
"48";2.50984427645061;9
"49";3.39066149533454;3.54795824115882
"50";3.82410072602199;6.04321071682848
"51";3.15434547057252;5.60939905727083
"52";3.54053575448471;5.08226091753462
"53";1.72320539063555;3.76041361020402
"54";4.77614631658871;2
"55";3.72764243202669;7.10088961070906
"56";2.52998439242489;5.16717114316802
"57";1.69406900258854;4.38764970630245
"58";3.97191483119463;5.61679953314139
"59";3.62406363115598;4.57645901434666
"60";2.42197185714293;3.96822940405702
"61";2.19595817552393;4.58445273106555
"62";2.74113479223614;3.23906958156383
"63";1.00286284677928;0.0996148126921295
"64";2.67894360581143;4.80766490301262
"65";2.98093729960846;6.86531259760405
"66";3.21154257397893;2.8811556377677
"67";3.92629657010017;8.29596815545254
"68";3.99560340967037;4.65328905913745
"69";4.97260600683287;9.62537287805073
"70";3.84498299982632;5.58200881211265
"71";2.2805446553812;4.7735130952694
"72";2.26347121086451;3.21888638552486
"73";2.66981313715404;5.77981220124431
"74";2.07578175360718;2.46745583862306
"75";3.6977713974545;5.12034603823718
"76";2.70199462370344;5.20665090414787
"77";3.93356172576596;5.69216270723186
"78";3.27656665042182;4.13293156141887
"79";4.02573183548596;5.93482466602606
"80";3.80954369649183;3.33436797587654
"81";2.39423854084749;4.14244501722796
"82";3.05166664297835;4.70048500956699
"83";3.60674909732711;3.11700603184627
"84";4.94000834774182;7.2173762230027
"85";3.21116556937968;4.47024645831626
"86";3.5421675738609;6.97605684605258
"87";1.42240820041833;2.45084588446969
"88";3.11887837485299;3.67075193846031
"89";1.83066609679727;4.74355834891452
"90";2.98507521893808;4.03923019601197
"91";3.63733937359095;4.94366208083004
"92";3.32013929697251;3.74036299415982
"93";3.10882907806005;4.19445029190988
"94";2.93156843034836;5.37722515442954
"95";3.82263628239814;4.79347939886402
"96";1.56142546485244;2.66292280368142
"97";1.95401208039158;2.77967195548165
"98";2.41526230574126;3.87932644267565
"99";3.4071968572902;5.53798549249448
"100";3.75164880277275;5.97841284399544
